Time,input_1,output
1.0,-0.5,-0.5
1.0990990990990992,-0.4984984984984985,-0.4984984984984985
1.1981981981981982,-0.496996996996997,-0.496996996996997
1.2972972972972974,-0.4954954954954955,-0.4954954954954955
1.3963963963963963,-0.493993993993994,-0.493993993993994
1.4954954954954955,-0.4924924924924925,-0.4924924924924925
1.5945945945945947,-0.49099099099099097,-0.49099099099099097
1.6936936936936937,-0.4894894894894895,-0.4894894894894895
1.7927927927927927,-0.487987987987988,-0.487987987987988
1.8918918918918919,-0.4864864864864865,-0.4864864864864865
1.990990990990991,-0.484984984984985,-0.484984984984985
2.09009009009009,-0.48348348348348347,-0.48348348348348347
2.1891891891891895,-0.481981981981982,-0.481981981981982
2.288288288288288,-0.4804804804804805,-0.4804804804804805
2.3873873873873874,-0.478978978978979,-0.478978978978979
2.4864864864864864,-0.4774774774774775,-0.4774774774774775
2.5855855855855854,-0.47597597597597596,-0.47597597597597596
2.684684684684685,-0.4744744744744745,-0.4744744744744745
2.7837837837837838,-0.47297297297297297,-0.47297297297297297
2.8828828828828827,-0.47147147147147145,-0.47147147147147145
2.981981981981982,-0.46996996996997,-0.46996996996997
3.081081081081081,-0.46846846846846846,-0.46846846846846846
3.18018018018018,-0.466966966966967,-0.466966966966967
3.279279279279279,-0.46546546546546547,-0.46546546546546547
3.3783783783783785,-0.46396396396396394,-0.46396396396396394
3.4774774774774775,-0.4624624624624625,-0.4624624624624625
3.5765765765765765,-0.46096096096096095,-0.46096096096096095
3.675675675675676,-0.45945945945945943,-0.45945945945945943
3.774774774774775,-0.45795795795795796,-0.45795795795795796
3.873873873873874,-0.45645645645645644,-0.45645645645645644
3.972972972972973,-0.45495495495495497,-0.45495495495495497
4.072072072072072,-0.45345345345345345,-0.45345345345345345
4.171171171171171,-0.4519519519519519,-0.4519519519519519
4.27027027027027,-0.45045045045045046,-0.45045045045045046
4.36936936936937,-0.44894894894894893,-0.44894894894894893
4.468468468468469,-0.44744744744744747,-0.44744744744744747
4.5675675675675675,-0.44594594594594594,-0.44594594594594594
4.666666666666666,-0.4444444444444444,-0.4444444444444444
4.7657657657657655,-0.44294294294294295,-0.44294294294294295
4.864864864864865,-0.44144144144144143,-0.44144144144144143
4.963963963963964,-0.43993993993993996,-0.43993993993993996
5.063063063063063,-0.43843843843843844,-0.43843843843843844
